Season,Team,Cmp,G,W,L,T,W-L%,Pts,PtsO,PtDif,Cmp,Att,Inc,Cmp%,Yds,TD,Int,TD%,Int%,Rate,Y/A,AY/A,Y/C
2018,Louisiana,220,14,7,7,0,.500,447,479,-32,220,348,128,63.2,2878,27,14,7.8,4.0,150.2,8.3,8.01,13.1
2006,Florida International,220,12,0,12,0,.000,115,313,-198,220,408,188,53.9,2115,5,15,1.2,3.7,94.2,5.2,3.77,9.6
2004,Florida International,220,10,3,7,0,.300,261,325,-64,220,386,166,57.0,2459,15,16,3.9,4.1,115.0,6.4,5.28,11.2
2020,South Alabama,219,11,4,7,0,.364,219,300,-81,219,351,132,62.4,2719,18,6,5.1,1.7,141.0,7.7,8.00,12.4
2012,Florida International,219,12,3,9,0,.250,300,380,-80,219,369,150,59.3,2861,17,6,4.6,1.6,136.4,7.8,7.94,13.1
2024,Appalachian State,218,11,5,6,0,.455,293,362,-69,218,392,174,55.6,3003,23,16,5.9,4.1,131.2,7.7,7.00,13.8
2014,South Alabama,218,13,6,7,0,.462,293,343,-50,218,412,194,52.9,2561,17,17,4.1,4.1,110.5,6.2,5.18,11.7
2013,Georgia State,218,12,0,12,0,.000,225,440,-215,218,430,212,50.7,3036,18,12,4.2,2.8,118.2,7.1,6.64,13.9
2004,Florida Atlantic,218,12,9,3,0,.750,299,207,92,218,369,151,59.1,3212,17,13,4.6,3.5,140.4,8.7,8.04,14.7
2019,Coastal Carolina,217,12,5,7,0,.417,364,366,-2,217,334,117,65.0,2379,21,9,6.3,2.7,140.2,7.1,7.17,11.0
2012,Middle Tennessee State,217,12,8,4,0,.667,319,336,-17,217,344,127,63.1,2593,16,8,4.7,2.3,137.1,7.5,7.42,11.9
2005,Louisiana-Monroe,217,11,5,6,0,.455,239,339,-100,217,405,188,53.6,2312,13,11,3.2,2.7,106.7,5.7,5.13,10.7
2017,Appalachian State,215,13,9,4,0,.692,435,263,172,215,356,141,60.4,2811,28,6,7.9,1.7,149.3,7.9,8.71,13.1
2017,Texas State,215,12,2,10,0,.167,207,403,-196,215,374,159,57.5,2468,15,10,4.0,2.7,120.8,6.6,6.20,11.5
2017,Louisiana,214,12,5,7,0,.417,338,480,-142,214,376,162,56.9,2578,16,12,4.3,3.2,122.2,6.9,6.27,12.0
2012,North Texas,214,12,4,8,0,.333,251,334,-83,214,375,161,57.1,2629,14,14,3.7,3.7,120.8,7.0,6.08,12.3
2001,Middle Tennessee State,214,11,8,3,0,.727,408,286,122,214,310,96,69.0,2681,21,6,6.8,1.9,160.2,8.6,9.13,12.5
2024,Troy,213,12,4,8,0,.333,312,341,-29,213,339,126,62.8,2556,21,9,6.2,2.7,141.3,7.5,7.58,12.0
2012,Western Kentucky,213,13,7,6,0,.538,366,331,35,213,335,122,63.6,2667,24,12,7.2,3.6,146.9,8.0,7.78,12.5
2004,Utah State,210,11,3,8,0,.273,184,333,-149,210,367,157,57.2,2355,11,19,3.0,5.2,110.7,6.4,4.69,11.2
2004,New Mexico State,209,11,5,6,0,.455,273,355,-82,209,340,131,61.5,2680,18,7,5.3,2.1,141.0,7.9,8.01,12.8
2023,Arkansas State,208,13,6,7,0,.462,352,395,-43,208,370,162,56.2,2938,17,9,4.6,2.4,133.2,7.9,7.76,14.1
2005,Middle Tennessee State,208,11,4,7,0,.364,210,206,4,208,316,108,65.8,2183,9,7,2.8,2.2,128.8,6.9,6.48,10.5
2018,Georgia State,207,12,2,10,0,.167,287,449,-162,207,352,145,58.8,2481,15,6,4.3,1.7,128.7,7.0,7.13,12.0
2015,Arkansas State,207,13,9,4,0,.692,520,393,127,207,365,158,56.7,2693,23,15,6.3,4.1,131.3,7.4,6.79,13.0
2004,Louisiana-Monroe,207,11,5,6,0,.455,211,303,-92,207,373,166,55.5,2345,12,13,3.2,3.5,112.0,6.3,5.36,11.3
2014,Appalachian State,205,12,7,5,0,.583,428,328,100,205,340,135,60.3,2637,21,11,6.2,3.2,139.4,7.8,7.54,12.9
2007,Arkansas State,205,12,5,7,0,.417,291,331,-40,205,388,183,52.8,2446,16,16,4.1,4.1,111.2,6.3,5.27,11.9
2023,Old Dominion,204,13,6,7,0,.462,310,353,-43,204,361,157,56.5,2532,20,11,5.5,3.0,127.6,7.0,6.75,12.4
2016,Louisiana,204,13,6,7,0,.462,307,329,-22,204,343,139,59.5,2317,12,13,3.5,3.8,120.2,6.8,5.75,11.4
2002,Louisiana-Monroe,204,12,3,9,0,.250,236,451,-215,204,422,218,48.3,2664,17,14,4.0,3.3,108.0,6.3,5.63,13.1
2016,Appalachian State,203,13,10,3,0,.769,380,232,148,203,334,131,60.8,2327,16,8,4.8,2.4,130.3,7.0,6.85,11.5
2022,James Madison,201,11,8,3,0,.727,407,230,177,201,328,127,61.3,2923,27,10,8.2,3.0,157.2,8.9,9.19,14.5
2008,Louisiana-Monroe,201,12,4,8,0,.333,284,374,-90,201,347,146,57.9,2215,20,9,5.8,2.6,125.4,6.4,6.37,11.0
2021,Louisiana-Monroe,200,12,4,8,0,.333,251,402,-151,200,354,154,56.5,2328,15,9,4.2,2.5,120.6,6.6,6.28,11.6
2018,South Alabama,200,12,3,9,0,.250,290,465,-175,200,319,119,62.7,2439,19,10,6.0,3.1,140.3,7.6,7.43,12.2
2011,North Texas,199,12,5,7,0,.417,298,368,-70,199,347,148,57.3,2272,14,9,4.0,2.6,120.5,6.5,6.19,11.4
2016,Louisiana-Monroe,198,12,4,8,0,.333,280,469,-189,198,364,166,54.4,2304,15,16,4.1,4.4,112.4,6.3,5.18,11.6
2018,Appalachian State,196,13,11,2,0,.846,485,201,284,196,319,123,61.4,2478,27,12,8.5,3.8,147.1,7.8,7.77,12.6
2013,Louisiana,196,13,9,4,0,.692,439,344,95,196,319,123,61.4,2759,21,14,6.6,4.4,147.0,8.6,7.99,14.1
2024,Coastal Carolina,195,13,6,7,0,.462,373,411,-38,195,359,164,54.3,2626,20,11,5.6,3.1,128.0,7.3,7.05,13.5
2024,Old Dominion,195,12,5,7,0,.417,336,336,0,195,333,138,58.6,2315,17,9,5.1,2.7,128.4,7.0,6.76,11.9
2018,Texas State,195,12,3,9,0,.250,237,332,-95,195,332,137,58.7,2186,15,12,4.5,3.6,121.7,6.6,5.86,11.2
2024,Marshall,194,13,10,3,0,.769,414,300,114,194,333,139,58.3,2354,27,4,8.1,1.2,142.0,7.1,8.15,12.1
2007,Louisiana-Monroe,194,12,6,6,0,.500,282,332,-50,194,336,142,57.7,2120,16,11,4.8,3.3,119.9,6.3,5.79,10.9
2010,Florida Atlantic,193,12,4,8,0,.333,202,351,-149,193,342,149,56.4,2500,17,14,5.0,4.1,126.1,7.3,6.46,13.0
2009,Arkansas State,192,12,4,8,0,.333,272,279,-7,192,330,138,58.2,2323,10,12,3.0,3.6,120.0,7.0,6.01,12.1
2022,Southern Mississippi,191,13,7,6,0,.538,329,306,23,191,347,156,55.0,2698,20,14,5.8,4.0,131.3,7.8,7.11,14.1
2020,Coastal Carolina,191,12,11,1,0,.917,446,243,203,191,287,96,66.6,2778,29,5,10.1,1.7,177.7,9.7,10.92,14.5
2020,Appalachian State,190,12,9,3,0,.750,406,240,166,190,300,110,63.3,2245,21,11,7.0,3.7,142.0,7.5,7.23,11.8
2006,Florida Atlantic,189,12,5,7,0,.417,181,299,-118,189,352,163,53.7,2254,11,14,3.1,4.0,109.8,6.4,5.24,11.9
2023,Southern Mississippi,188,12,3,9,0,.250,278,429,-151,188,363,175,51.8,2288,15,8,4.1,2.2,114.0,6.3,6.14,12.2
2007,Middle Tennessee State,187,12,5,7,0,.417,308,339,-31,187,324,137,57.7,2425,21,9,6.5,2.8,136.4,7.5,7.53,13.0
2008,Florida International,186,12,5,7,0,.417,296,340,-44,186,353,167,52.7,2619,17,9,4.8,2.5,125.8,7.4,7.24,14.1
2009,Louisiana-Monroe,185,12,6,6,0,.500,307,328,-21,185,329,144,56.2,2501,18,20,5.5,6.1,126.0,7.6,5.96,13.5
2015,South Alabama,184,12,5,7,0,.417,300,447,-147,184,352,168,52.3,2394,15,16,4.3,4.5,114.4,6.8,5.61,13.0
2011,Florida Atlantic,183,12,1,11,0,.083,155,416,-261,183,351,168,52.1,1717,8,16,2.3,4.6,91.6,4.9,3.30,9.4
2008,Louisiana,183,12,6,6,0,.500,397,404,-7,183,288,105,63.5,2226,18,15,6.3,5.2,138.7,7.7,6.64,12.2
2010,North Texas,182,12,3,9,0,.250,287,356,-69,182,316,134,57.6,2077,16,9,5.1,2.8,123.8,6.6,6.30,11.4
2009,Western Kentucky,181,12,0,12,0,.000,245,475,-230,181,313,132,57.8,1775,11,12,3.5,3.8,109.4,5.7,4.65,9.8
2006,Middle Tennessee State,181,13,7,6,0,.538,296,302,-6,181,313,132,57.8,2007,9,11,2.9,3.5,114.1,6.4,5.41,11.1
2021,Georgia State,180,13,8,5,0,.615,366,352,14,180,311,131,57.9,2101,19,8,6.1,2.6,129.6,6.8,6.82,11.7
2020,Louisiana,180,11,10,1,0,.909,370,242,128,180,310,130,58.1,2294,20,7,6.5,2.3,137.0,7.4,7.67,12.7
2020,Georgia State,179,10,6,4,0,.600,333,317,16,179,307,128,58.3,2303,18,10,5.9,3.3,134.2,7.5,7.21,12.9
2006,Louisiana-Monroe,179,12,4,8,0,.333,262,267,-5,179,313,134,57.2,2310,10,15,3.2,4.8,120.1,7.4,5.86,12.9
2023,Louisiana-Monroe,177,12,2,10,0,.167,208,419,-211,177,345,168,51.3,2098,15,13,4.3,3.8,109.2,6.1,5.26,11.9
2015,Appalachian State,177,13,11,2,0,.846,477,248,229,177,294,117,60.2,2523,33,9,11.2,3.1,163.2,8.6,9.45,14.3
2004,Arkansas State,177,11,3,8,0,.273,215,365,-150,177,342,165,51.8,2270,14,17,4.1,5.0,111.1,6.6,5.22,12.8
2001,Louisiana-Monroe,177,11,2,9,0,.182,148,351,-203,177,351,174,50.4,1882,7,14,2.0,4.0,94.1,5.4,3.97,10.6
2003,New Mexico State,176,12,3,9,0,.250,262,341,-79,176,285,109,61.8,2379,10,13,3.5,4.6,134.3,8.3,7.00,13.5
2022,Georgia State,174,12,4,8,0,.333,360,374,-14,174,298,124,58.4,2443,18,7,6.0,2.3,142.5,8.2,8.35,14.0
2007,Louisiana,170,12,3,9,0,.250,285,430,-145,170,311,141,54.7,1866,12,13,3.9,4.2,109.4,6.0,4.89,11.0
2002,New Mexico State,169,12,7,5,0,.583,327,328,-1,169,276,107,61.2,2337,13,6,4.7,2.2,143.6,8.5,8.43,13.8
2011,Western Kentucky,168,12,7,5,0,.583,275,298,-23,168,301,133,55.8,2008,11,13,3.7,4.3,115.3,6.7,5.46,12.0
2008,Arkansas State,167,12,6,6,0,.500,324,285,39,167,308,141,54.2,2346,16,8,5.2,2.6,130.2,7.6,7.49,14.0
2024,Southern Mississippi,166,12,1,11,0,.083,183,453,-270,166,317,151,52.4,2099,7,17,2.2,5.4,104.5,6.6,4.65,12.6
2013,Texas State,166,12,6,6,0,.500,287,328,-41,166,302,136,55.0,1857,11,11,3.6,3.6,111.4,6.1,5.24,11.2
2018,Coastal Carolina,164,12,5,7,0,.417,320,398,-78,164,265,101,61.9,2168,19,7,7.2,2.6,149.0,8.2,8.43,13.2
2005,Arkansas State,162,12,6,6,0,.500,294,303,-9,162,299,137,54.2,2123,13,10,4.3,3.3,121.5,7.1,6.46,13.1
2003,Arkansas State,161,12,5,7,0,.417,242,401,-159,161,328,167,49.1,1817,10,21,3.0,6.4,92.9,5.5,3.27,11.3
2007,Florida International,159,12,1,11,0,.083,181,469,-288,159,347,188,45.8,1807,14,20,4.0,5.8,91.4,5.2,3.42,11.4
2017,Coastal Carolina,158,12,3,9,0,.250,284,408,-124,158,304,146,52.0,2269,18,11,5.9,3.6,127.0,7.5,7.02,14.4
2005,Florida Atlantic,156,11,2,9,0,.182,148,339,-191,156,297,141,52.5,1956,13,17,4.4,5.7,110.8,6.6,4.89,12.5
2010,Western Kentucky,151,12,2,10,0,.167,274,398,-124,151,295,144,51.2,1722,11,6,3.7,2.0,108.5,5.8,5.67,11.4
2005,Troy,150,11,4,7,0,.364,175,255,-80,150,298,148,50.3,1836,12,14,4.0,4.7,106.0,6.2,4.85,12.2
2002,Arkansas State,150,13,6,7,0,.462,259,361,-102,150,290,140,51.7,1868,7,9,2.4,3.1,107.6,6.4,5.53,12.5
2019,South Alabama,149,12,2,10,0,.167,221,368,-147,149,282,133,52.8,1906,14,11,5.0,3.9,118.2,6.8,6.00,12.8
2002,Middle Tennessee State,148,12,4,8,0,.333,297,332,-35,148,256,108,57.8,1848,6,8,2.3,3.1,119.9,7.2,6.28,12.5
2016,Georgia Southern,147,12,5,7,0,.417,319,318,1,147,264,117,55.7,1868,13,9,4.9,3.4,124.6,7.1,6.53,12.7
2006,Arkansas State,144,12,6,6,0,.500,182,289,-107,144,300,156,48.0,1735,8,15,2.7,5.0,95.4,5.8,4.07,12.0
2006,Louisiana,142,12,6,6,0,.500,248,296,-48,142,276,134,51.4,1550,9,14,3.3,5.1,99.2,5.6,3.99,10.9
2001,New Mexico State,142,12,5,7,0,.417,286,400,-114,142,275,133,51.6,1831,7,8,2.5,2.9,110.1,6.7,5.86,12.9
2021,Georgia Southern,141,12,3,9,0,.250,243,377,-134,141,275,134,51.3,1765,5,12,1.8,4.4,102.5,6.4,4.82,12.5
2004,North Texas,139,12,7,5,0,.583,309,358,-49,139,250,111,55.6,1891,14,4,5.6,1.6,134.4,7.6,7.96,13.6
2006,North Texas,136,12,3,9,0,.250,154,304,-150,136,253,117,53.8,1382,9,19,3.6,7.5,96.4,5.5,2.79,10.2
2005,Louisiana,136,11,6,5,0,.545,286,304,-18,136,237,101,57.4,1456,3,9,1.3,3.8,105.6,6.1,4.69,10.7
2005,North Texas,135,11,2,9,0,.182,157,346,-189,135,278,143,48.6,1422,9,13,3.2,4.7,92.9,5.1,3.66,10.5
2024,Louisiana-Monroe,134,12,5,7,0,.417,252,345,-93,134,246,112,54.5,1617,11,12,4.5,4.9,114.7,6.6,5.27,12.1
2001,Arkansas State,125,11,2,9,0,.182,177,357,-180,125,275,150,45.5,1505,9,15,3.3,5.5,91.3,5.5,3.67,12.0
2003,North Texas,122,12,9,4,0,.692,358,285,73,122,225,103,54.2,1949,15,9,6.7,4.0,141.0,8.7,8.20,16.0
2001,North Texas,114,11,5,7,0,.417,255,248,7,114,225,111,50.7,1560,18,14,8.0,6.2,122.9,6.9,5.73,13.7
2017,Georgia Southern,105,12,2,10,0,.167,250,386,-136,105,195,90,53.8,1320,8,7,4.1,3.6,117.1,6.8,5.97,12.6
2004,Troy,99,12,7,5,0,.583,286,200,86,99,232,133,42.7,1403,12,11,5.2,4.7,101.1,6.0,4.95,14.2
2002,North Texas,98,12,8,5,0,.615,249,192,57,98,217,119,45.2,1327,8,9,3.7,4.1,100.4,6.1,4.99,13.5
2020,Georgia Southern,97,13,8,5,0,.615,354,270,84,97,176,79,55.1,1355,9,11,5.1,6.3,124.2,7.7,5.91,14.0
2014,Georgia Southern,90,12,9,3,0,.750,469,281,188,90,155,65,58.1,1286,7,4,4.5,2.6,137.5,8.3,8.04,14.3
2019,Georgia Southern,80,13,7,6,0,.538,366,366,0,80,155,75,51.6,968,9,1,5.8,0.6,121.9,6.2,7.12,12.1
2018,Georgia Southern,70,13,10,3,0,.769,396,280,116,70,117,47,59.8,1027,10,0,8.5,0.0,161.8,8.8,10.49,14.7
2015,Georgia Southern,59,13,9,4,0,.692,474,306,168,59,137,78,43.1,824,4,10,2.9,7.3,88.6,6.0,3.31,14.0
2015,Bowling Green,398,14,10,4,0,.714,591,405,186,398,594,196,67.0,5135,47,8,7.9,1.3,163.0,8.6,9.62,12.9
2002,Marshall,383,13,11,2,0,.846,457,315,142,383,575,192,66.6,4804,35,15,6.1,2.6,151.7,8.4,8.40,12.5
2009,Bowling Green,381,13,7,6,0,.538,370,357,13,381,596,215,63.9,4110,27,7,4.5,1.2,134.5,6.9,7.27,10.8
2011,Western Michigan,369,13,7,6,0,.538,463,373,90,369,554,185,66.6,4385,40,16,7.2,2.9,151.1,7.9,8.06,11.9
2012,Akron,364,12,1,11,0,.083,313,428,-115,364,583,219,62.4,3753,30,18,5.1,3.1,127.3,6.4,6.08,10.3
2003,Miami (OH),363,14,13,1,0,.929,602,272,330,363,535,172,67.9,4772,38,11,7.1,2.1,162.1,8.9,9.41,13.1
2007,Central Michigan,361,14,8,6,0,.571,487,517,-30,361,557,196,64.8,3738,28,14,5.0,2.5,132.7,6.7,6.59,10.4
2008,Western Michigan,346,13,9,4,0,.692,372,324,48,346,535,189,64.7,3831,37,10,6.9,1.9,143.9,7.2,7.70,11.1
2003,Bowling Green,345,14,11,3,0,.786,470,304,166,345,528,183,65.3,4206,32,13,6.1,2.5,147.3,8.0,8.07,12.2
2007,Bowling Green,332,13,8,5,0,.615,392,417,-25,332,522,190,63.6,3625,29,14,5.6,2.7,134.9,6.9,6.85,10.9
2009,Central Michigan,329,14,12,2,0,.857,475,265,210,329,479,150,68.7,3577,28,9,5.8,1.9,146.9,7.5,7.79,10.9
2015,Central Michigan,326,13,7,6,0,.538,336,286,50,326,495,169,65.9,3910,25,11,5.1,2.2,144.4,7.9,7.91,12.0
2022,Akron,323,12,2,10,0,.167,261,402,-141,323,502,179,64.3,3397,15,12,3.0,2.4,126.3,6.8,6.29,10.5
2010,Miami (OH),323,14,10,4,0,.714,302,325,-23,323,503,180,64.2,3552,19,15,3.8,3.0,130.0,7.1,6.48,11.0
2013,Ball State,322,13,10,3,0,.769,501,321,180,322,509,187,63.3,4214,35,8,6.9,1.6,152.4,8.3,8.95,13.1
2012,Ball State,319,13,9,4,0,.692,437,416,21,319,492,173,64.8,3302,28,10,5.7,2.0,135.9,6.7,6.93,10.4
2001,Marshall,319,12,11,2,0,.846,448,308,140,319,477,158,66.9,4201,40,7,8.4,1.5,165.6,8.8,9.82,13.2
2014,Bowling Green,317,14,8,6,0,.571,420,469,-49,317,547,230,58.0,3639,17,13,3.1,2.4,119.3,6.7,6.20,11.5
2009,Miami (OH),317,12,1,11,0,.083,187,410,-223,317,534,217,59.4,3281,15,21,2.8,3.9,112.4,6.1,4.94,10.4
2009,Western Michigan,317,12,5,7,0,.417,296,330,-34,317,528,211,60.0,3306,24,14,4.5,2.7,122.3,6.3,5.98,10.4
2008,Central Michigan,317,13,8,5,0,.615,384,393,-9,317,480,163,66.0,3767,28,8,5.8,1.7,147.9,7.8,8.26,11.9
2019,Eastern Michigan,313,13,6,7,0,.462,379,398,-19,313,465,152,67.3,3681,27,12,5.8,2.6,147.8,7.9,7.92,11.8
2004,Bowling Green,313,12,9,3,0,.750,532,282,250,313,472,159,66.3,4057,41,4,8.7,0.8,165.5,8.6,9.95,13.0
2012,Miami (OH),311,12,4,8,0,.333,280,419,-139,311,495,184,62.8,3584,26,12,5.3,2.4,136.1,7.2,7.20,11.5
2021,Eastern Michigan,309,13,7,6,0,.538,392,390,2,309,455,146,67.9,3417,19,9,4.2,2.0,140.8,7.5,7.45,11.1
2016,Eastern Michigan,309,13,7,6,0,.538,385,388,-3,309,519,210,59.5,3849,25,17,4.8,3.3,131.2,7.4,6.91,12.5
2002,Toledo,309,14,9,5,0,.643,495,378,117,309,443,134,69.8,3611,25,9,5.6,2.0,152.8,8.2,8.37,11.7
2008,Eastern Michigan,308,12,3,9,0,.250,309,427,-118,308,499,191,61.7,3232,17,13,3.4,2.6,122.2,6.5,5.99,10.5
2004,Toledo,308,13,9,4,0,.692,432,404,28,308,449,141,68.6,3879,28,10,6.2,2.2,157.3,8.6,8.88,12.6
2008,Buffalo,306,14,8,6,0,.571,424,395,29,306,472,166,64.8,3326,25,6,5.3,1.3,139.0,7.0,7.53,10.9
2012,Western Michigan,304,12,4,8,0,.333,352,356,-4,304,511,207,59.5,3477,28,21,5.5,4.1,126.5,6.8,6.05,11.4
2022,Ohio,302,14,10,4,0,.714,445,396,49,302,464,162,65.1,3894,28,5,6.0,1.1,153.3,8.4,9.11,12.9
2011,Miami (OH),301,12,4,8,0,.333,256,275,-19,301,459,158,65.6,3589,24,11,5.2,2.4,143.7,7.8,7.79,11.9
2010,Western Michigan,298,12,6,6,0,.500,388,286,102,298,475,177,62.7,3429,30,12,6.3,2.5,139.2,7.2,7.35,11.5
2003,Toledo,298,12,8,4,0,.667,389,285,104,298,423,125,70.4,3339,29,8,6.9,1.9,155.6,7.9,8.41,11.2
2011,Ball State,293,12,6,6,0,.500,304,416,-112,293,460,167,63.7,2892,19,11,4.1,2.4,125.4,6.3,6.04,9.9
2000,Marshall,293,12,8,5,0,.615,342,283,59,293,483,190,60.7,3584,24,10,5.0,2.1,135.2,7.4,7.48,12.2
2016,Toledo,291,13,9,4,0,.692,494,334,160,291,423,132,68.8,4196,46,9,10.9,2.1,183.8,9.9,11.14,14.4
2011,Toledo,291,13,9,4,0,.692,549,412,137,291,425,134,68.5,3480,34,7,8.0,1.6,160.4,8.2,9.05,12.0
2019,Central Michigan,290,14,8,6,0,.571,426,396,30,290,473,183,61.3,3531,19,13,4.0,2.7,131.8,7.5,7.03,12.2
2018,Ball State,288,12,4,8,0,.333,290,389,-99,288,476,188,60.5,3035,17,12,3.6,2.5,120.8,6.4,5.96,10.5
2010,Central Michigan,288,12,3,9,0,.250,293,312,-19,288,477,189,60.4,3408,17,18,3.6,3.8,124.6,7.1,6.16,11.8
2007,Western Michigan,288,12,5,7,0,.417,323,347,-24,288,458,170,62.9,3211,23,17,5.0,3.7,130.9,7.0,6.34,11.1
2022,Ball State,287,12,5,7,0,.417,279,323,-44,287,481,194,59.7,2742,18,14,3.7,2.9,114.1,5.7,5.14,9.6
2003,Akron,287,12,7,5,0,.583,435,353,82,287,449,162,63.9,3736,22,10,4.9,2.2,145.5,8.3,8.30,13.0
2005,Akron,284,13,7,6,0,.538,307,318,-11,284,541,257,52.5,3601,24,12,4.4,2.2,118.6,6.7,6.55,12.7
2015,Buffalo,283,12,5,7,0,.417,320,331,-11,283,455,172,62.2,2994,16,16,3.5,3.5,122.0,6.6,5.70,10.6
2014,Akron,283,12,5,7,0,.417,271,277,-6,283,527,244,53.7,2991,14,14,2.7,2.7,104.8,5.7,5.01,10.6
2015,Massachusetts,281,12,3,9,0,.250,266,377,-111,281,495,214,56.8,3090,18,13,3.6,2.6,116.0,6.2,5.79,11.0
2024,Ball State,280,12,3,9,0,.250,304,481,-177,280,439,159,63.8,2940,26,11,5.9,2.5,134.6,6.7,6.75,10.5
2016,Central Michigan,280,13,6,7,0,.462,342,394,-52,280,471,191,59.4,3589,23,16,4.9,3.4,132.8,7.6,7.07,12.8
2006,Central Michigan,280,14,10,4,0,.714,416,312,104,280,447,167,62.6,3443,28,11,6.3,2.5,143.1,7.7,7.85,12.3
2002,Miami (OH),278,12,7,5,0,.583,384,325,59,278,446,168,62.3,3331,25,13,5.6,2.9,137.7,7.5,7.28,12.0
2004,Miami (OH),277,13,8,5,0,.615,407,298,109,277,460,183,60.2,3635,24,16,5.2,3.5,136.9,7.9,7.38,13.1
2024,Bowling Green,276,13,7,6,0,.538,352,281,71,276,419,143,65.9,3128,20,6,4.8,1.4,141.5,7.5,7.78,11.3
2024,Toledo,276,13,8,5,0,.615,368,302,66,276,453,177,60.9,3305,28,8,6.2,1.8,139.1,7.3,7.74,12.0
2011,Ohio,274,14,10,4,0,.714,427,310,117,274,427,153,64.2,3486,30,11,7.0,2.6,150.8,8.2,8.41,12.7
2008,Bowling Green,274,12,6,6,0,.500,332,278,54,274,411,137,66.7,2709,24,9,5.8,2.2,136.9,6.6,6.77,9.9
2022,Buffalo,273,13,7,6,0,.538,371,347,24,273,463,190,59.0,3059,18,8,3.9,1.7,123.8,6.6,6.61,11.2
2021,Central Michigan,273,13,9,4,0,.692,420,335,85,273,448,175,60.9,3450,31,10,6.9,2.2,144.0,7.7,8.08,12.6
2015,Western Michigan,273,13,8,5,0,.615,468,368,100,273,404,131,67.6,3732,30,9,7.4,2.2,165.2,9.2,9.72,13.7
2007,Ball State,273,13,7,6,0,.538,409,368,41,273,484,211,56.4,3704,30,6,6.2,1.2,138.7,7.7,8.33,13.6
2003,Western Michigan,272,12,5,7,0,.417,331,370,-39,272,450,178,60.4,3701,31,20,6.9,4.4,143.4,8.2,7.60,13.6
2012,Toledo,271,13,9,4,0,.692,410,369,41,271,441,170,61.5,3276,19,11,4.3,2.5,133.1,7.4,7.17,12.1
2009,Toledo,271,12,5,7,0,.417,356,452,-96,271,445,174,60.9,3342,21,16,4.7,3.6,132.4,7.5,6.84,12.3
2002,UCF,270,12,7,5,0,.583,391,315,76,270,442,172,61.1,3837,31,17,7.0,3.8,149.5,8.7,8.35,14.2
2014,Massachusetts,269,12,3,9,0,.250,328,396,-68,269,492,223,54.7,3741,27,13,5.5,2.6,131.4,7.6,7.51,13.9
2021,Ball State,267,13,6,7,0,.462,313,369,-56,267,440,173,60.7,2699,18,7,4.1,1.6,122.5,6.1,6.24,10.1
2017,Toledo,267,14,11,3,0,.786,509,367,142,267,423,156,63.1,3919,28,9,6.6,2.1,158.5,9.3,9.63,14.7
2022,Bowling Green,266,13,6,7,0,.462,305,423,-118,266,438,172,60.7,3051,25,11,5.7,2.5,133.1,7.0,6.98,11.5
2010,Bowling Green,266,12,2,10,0,.167,255,403,-148,266,459,193,58.0,2779,12,20,2.6,4.4,108.7,6.1,4.62,10.4
2008,Miami (OH),265,12,2,10,0,.167,221,392,-171,265,461,196,57.5,2615,10,12,2.2,2.6,107.1,5.7,4.93,9.9
2007,Miami (OH),265,13,6,7,0,.462,250,333,-83,265,484,219,54.8,3070,13,19,2.7,3.9,109.0,6.3,5.11,11.6
2002,Akron,265,12,4,8,0,.333,325,379,-54,265,404,139,65.6,2962,18,12,4.5,3.0,135.9,7.3,6.89,11.2
2017,Central Michigan,263,13,8,5,0,.615,370,358,12,263,469,206,56.1,3324,27,17,5.8,3.6,127.4,7.1,6.61,12.6
2016,Ball State,263,12,4,8,0,.333,324,361,-37,263,436,173,60.3,2750,14,15,3.2,3.4,117.0,6.3,5.40,10.5
2016,Western Michigan,263,14,13,1,0,.929,582,277,305,263,378,115,69.6,3533,33,4,8.7,1.1,174.8,9.3,10.62,13.4
2015,Ball State,263,12,3,9,0,.250,277,430,-153,263,459,196,57.3,2619,17,9,3.7,2.0,113.5,5.7,5.56,10.0
2007,Buffalo,262,12,5,7,0,.417,291,331,-40,262,382,120,68.6,2615,16,6,4.2,1.6,136.8,6.8,6.98,10.0
2005,Eastern Michigan,262,11,4,7,0,.364,240,295,-55,262,422,160,62.1,2450,16,6,3.8,1.4,120.5,5.8,5.92,9.4
2005,Kent State,262,11,1,10,0,.091,180,331,-151,262,467,205,56.1,2612,15,22,3.2,4.7,104.3,5.6,4.12,10.0
2021,Kent State,261,14,7,7,0,.500,462,508,-46,261,405,144,64.4,3444,21,6,5.2,1.5,150.0,8.5,8.87,13.2
2013,Northern Illinois,261,14,12,2,0,.857,555,351,204,261,418,157,62.4,3116,29,8,6.9,1.9,144.1,7.5,7.98,11.9
2008,Ball State,261,14,12,2,0,.857,489,287,202,261,405,144,64.4,3612,27,8,6.7,2.0,157.4,8.9,9.36,13.8
2005,Central Michigan,259,11,6,5,0,.545,260,260,0,259,426,167,60.8,2861,16,6,3.8,1.4,126.8,6.7,6.83,11.0
2004,Western Michigan,259,11,1,10,0,.091,248,436,-188,259,431,172,60.1,2913,23,17,5.3,3.9,126.6,6.8,6.05,11.2
2023,Akron,258,12,2,10,0,.167,195,336,-141,258,425,167,60.7,2371,10,15,2.4,3.5,108.3,5.6,4.46,9.2
2011,Central Michigan,258,12,3,9,0,.250,271,400,-129,258,458,200,56.3,3290,25,18,5.5,3.9,126.8,7.2,6.51,12.8
