Season,Team,Att,G,W,L,T,W-L%,Pts,PtsO,PtDif,Att,Yds,Y/A,TD
2018,Miami (FL),479,13,7,6,0,.538,374,253,121,479,2489,5.2,25
2017,Syracuse,479,12,4,8,0,.333,329,386,-57,479,1938,4.0,16
2001,North Carolina,479,12,8,5,0,.615,321,261,60,479,1530,3.2,13
2023,North Carolina State,478,13,9,4,0,.692,341,270,71,478,2034,4.3,19
2007,Miami (FL),478,12,5,7,0,.417,247,312,-65,478,1747,3.7,13
2019,Florida State,477,13,6,7,0,.462,363,362,1,477,1829,3.8,24
2009,North Carolina,477,13,8,5,0,.615,309,222,87,477,1727,3.6,14
2013,Maryland,476,13,7,6,0,.538,340,329,11,476,1929,4.1,18
2016,Duke,474,12,4,8,0,.333,280,338,-58,474,1843,3.9,19
2024,Clemson,473,14,10,4,0,.714,486,328,158,473,2427,5.1,23
2020,Virginia Tech,473,11,5,6,0,.455,342,353,-11,473,2641,5.6,27
2000,North Carolina,473,11,6,5,0,.545,269,284,-15,473,1633,3.5,16
2012,Maryland,472,12,4,8,0,.333,241,326,-85,472,1236,2.6,11
2009,Boston College,472,13,8,5,0,.615,322,257,65,472,1780,3.8,17
2012,North Carolina State,471,13,7,6,0,.538,365,333,32,471,1444,3.1,12
2021,Boston College,470,12,6,6,0,.500,296,266,30,470,2003,4.3,21
2003,Florida State,470,13,10,3,0,.769,419,217,202,470,1732,3.7,20
2023,Wake Forest,468,12,4,8,0,.333,243,326,-83,468,1565,3.3,13
2000,Georgia Tech,466,11,9,3,0,.750,372,209,163,466,1807,3.9,21
2003,Clemson,465,13,9,4,0,.692,365,250,115,465,1779,3.8,19
2011,Wake Forest,464,13,6,7,0,.462,338,356,-18,464,1490,3.2,18
2010,Boston College,464,13,7,6,0,.538,240,254,-14,464,1663,3.6,10
2005,Georgia Tech,464,12,7,5,0,.583,222,241,-19,464,1845,4.0,13
2023,Florida State,463,14,13,1,0,.929,484,270,214,463,2103,4.5,32
2017,Florida State,463,13,7,6,0,.538,362,276,86,463,2024,4.4,17
2009,Miami (FL),463,13,9,4,0,.692,394,288,106,463,1794,3.9,21
2001,Clemson,463,11,7,5,0,.583,320,315,5,463,2027,4.4,22
2010,North Carolina State,461,13,9,4,0,.692,414,277,137,461,1603,3.5,17
2017,Pitt,460,12,5,7,0,.417,287,319,-32,460,1782,3.9,21
2010,Wake Forest,460,12,3,9,0,.250,273,430,-157,460,1902,4.1,23
2004,Florida State,460,12,9,3,0,.750,302,169,133,460,1944,4.2,19
2002,Clemson,458,13,7,6,0,.538,330,349,-19,458,1569,3.4,22
2012,North Carolina,457,12,8,4,0,.667,487,308,179,457,2326,5.1,28
2010,Clemson,457,13,6,7,0,.462,312,244,68,457,1807,4.0,19
2006,Virginia Tech,455,13,10,3,0,.769,336,143,193,455,1474,3.2,22
2000,Florida State,455,12,11,2,0,.846,509,123,386,455,1980,4.4,27
2023,Virginia,454,12,3,9,0,.250,279,405,-126,454,1415,3.1,12
2000,Wake Forest,453,11,2,9,0,.182,181,362,-181,453,1652,3.6,16
2014,Florida State,451,14,13,1,0,.929,472,358,114,451,1933,4.3,27
2014,Virginia,451,12,5,7,0,.417,310,289,21,451,1653,3.7,13
2008,North Carolina,451,13,8,5,0,.615,360,275,85,451,1594,3.5,18
2006,Maryland,450,13,9,4,0,.692,284,284,0,450,1693,3.8,14
2005,Clemson,450,12,8,4,0,.667,316,211,105,450,1836,4.1,20
2005,Virginia,450,12,7,5,0,.583,320,279,41,450,1711,3.8,20
2004,Maryland,450,11,5,6,0,.455,195,220,-25,450,1315,2.9,12
2005,Boston College,449,12,9,3,0,.750,310,191,119,449,1740,3.9,21
2023,Duke,448,13,8,5,0,.615,350,247,103,448,2174,4.9,26
2011,North Carolina State,448,13,8,5,0,.615,367,321,46,448,1363,3.0,10
2005,Miami (FL),448,12,9,3,0,.750,325,171,154,448,1651,3.7,18
2019,Georgia Tech,447,12,3,9,0,.250,200,389,-189,447,1831,4.1,12
2016,Syracuse,447,12,4,8,0,.333,308,463,-155,447,1436,3.2,15
2000,Virginia,447,11,6,6,0,.500,228,255,-27,447,1801,4.0,20
2021,Florida State,446,12,5,7,0,.417,331,318,13,446,2134,4.8,21
2014,Miami (FL),446,13,6,7,0,.462,380,316,64,446,2345,5.3,19
2007,Florida State,446,13,7,6,0,.538,303,298,5,446,1657,3.7,12
2024,California,444,13,6,7,0,.462,326,290,36,444,1580,3.6,17
2024,Wake Forest,444,12,4,8,0,.333,308,390,-82,444,1567,3.5,18
2022,Syracuse,444,13,7,6,0,.538,360,300,60,444,1852,4.2,21
2015,Syracuse,444,12,4,8,0,.333,327,372,-45,444,1958,4.4,15
2021,Georgia Tech,443,12,3,9,0,.250,288,402,-114,443,2031,4.6,15
2022,North Carolina State,442,13,8,5,0,.615,316,249,67,442,1479,3.3,8
2019,Virginia,442,14,9,5,0,.643,449,380,69,442,1697,3.8,28
2011,North Carolina,442,13,7,6,0,.538,364,323,41,442,1805,4.1,22
2008,North Carolina State,442,13,6,7,0,.462,305,342,-37,442,1601,3.6,14
2023,Miami (FL),440,13,7,6,0,.538,409,296,113,440,2251,5.1,24
2010,North Carolina,440,13,8,5,0,.615,329,302,27,440,1634,3.7,18
2005,North Carolina State,440,12,7,5,0,.583,249,212,37,440,1493,3.4,13
2012,Duke,439,13,6,7,0,.462,410,468,-58,439,1628,3.7,18
2003,Virginia,439,13,8,5,0,.615,364,265,99,439,1693,3.9,17
2020,Duke,438,11,2,9,0,.182,273,419,-146,438,1728,3.9,19
2019,Pitt,438,13,8,5,0,.615,275,292,-17,438,1550,3.5,11
2024,Stanford,437,12,3,9,0,.250,274,404,-130,437,1592,3.6,11
2011,Boston College,437,12,4,8,0,.333,218,282,-64,437,1571,3.6,12
2011,Florida State,437,13,9,4,0,.692,398,196,202,437,1458,3.3,20
2006,Boston College,437,13,10,3,0,.769,338,204,134,437,1469,3.4,20
2013,Miami (FL),436,13,9,4,0,.692,440,348,92,436,2084,4.8,25
2004,North Carolina,436,12,6,6,0,.500,319,382,-63,436,2115,4.9,19
2016,Miami (FL),435,13,9,4,0,.692,446,241,205,435,1973,4.5,24
2008,Maryland,435,13,8,5,0,.615,283,292,-9,435,1872,4.3,18
2005,Duke,435,11,1,10,0,.091,177,408,-231,435,1398,3.2,16
2004,North Carolina State,435,11,5,6,0,.455,264,218,46,435,1617,3.7,15
2001,Florida State,434,11,8,4,0,.667,373,287,86,434,1756,4.0,17
2024,Miami (FL),433,13,10,3,0,.769,571,329,242,433,2456,5.7,30
2010,Maryland,433,13,9,4,0,.692,419,288,131,433,1796,4.1,21
2024,Virginia,432,12,5,7,0,.417,272,345,-73,432,1583,3.7,14
2005,Maryland,432,11,5,6,0,.455,270,275,-5,432,1483,3.4,16
2020,North Carolina State,431,12,8,4,0,.667,363,350,13,431,1480,3.4,20
2008,Clemson,431,13,7,6,0,.538,327,225,102,431,1450,3.4,22
2006,Miami (FL),431,13,7,6,0,.538,255,201,54,431,1508,3.5,14
2009,Wake Forest,429,12,5,7,0,.417,316,315,1,429,1582,3.7,13
2017,North Carolina,427,12,3,9,0,.250,312,375,-63,427,1731,4.1,17
2024,Louisville,426,13,9,4,0,.692,474,313,161,426,2407,5.7,28
2022,Georgia Tech,426,12,5,7,0,.417,206,341,-135,426,1592,3.7,13
2008,Miami (FL),426,13,7,6,0,.538,352,314,38,426,1680,3.9,17
2015,Florida State,425,13,10,3,0,.769,412,227,185,425,2187,5.1,27
2015,Miami (FL),424,13,8,5,0,.615,361,366,-5,424,1559,3.7,19
2015,Virginia,424,12,4,8,0,.333,309,386,-77,424,1737,4.1,13
2014,Syracuse,424,12,3,9,0,.250,205,292,-87,424,1742,4.1,12
2009,Florida State,422,13,7,6,0,.538,391,390,1,422,1944,4.6,27
2007,Boston College,422,14,11,3,0,.786,396,285,111,422,1416,3.4,17
2004,Miami (FL),422,12,9,3,0,.750,380,204,176,422,1572,3.7,16
2024,North Carolina State,421,13,6,7,0,.462,371,392,-21,421,1887,4.5,21
2024,Pitt,421,13,7,6,0,.538,428,369,59,421,1843,4.4,16
2011,Maryland,421,12,2,10,0,.167,277,411,-134,421,2032,4.8,16
2020,Louisville,420,11,4,7,0,.364,325,293,32,420,2200,5.2,21
2020,Miami (FL),419,11,8,3,0,.727,374,297,77,419,1793,4.3,18
2010,Virginia,419,12,4,8,0,.333,304,339,-35,419,1672,4.0,17
2009,North Carolina State,419,12,5,7,0,.417,364,374,-10,419,1451,3.5,15
2008,Duke,419,12,4,8,0,.333,241,281,-40,419,1274,3.0,9
2001,Duke,418,11,0,11,0,.000,212,491,-279,418,1243,3.0,14
2015,Wake Forest,417,12,3,9,0,.250,209,295,-86,417,1268,3.0,12
2012,Virginia,417,12,4,8,0,.333,273,347,-74,417,1542,3.7,10
2019,North Carolina State,416,12,4,8,0,.333,265,361,-96,416,1817,4.4,14
2002,North Carolina,414,12,3,9,0,.250,223,421,-198,414,1230,3.0,7
2022,Miami (FL),413,12,5,7,0,.417,283,321,-38,413,1535,3.7,12
2017,Miami (FL),413,13,10,3,0,.769,378,273,105,413,2091,5.1,19
2006,Duke,412,12,0,12,0,.000,179,406,-227,412,1179,2.9,10
2021,Miami (FL),411,12,7,5,0,.583,409,341,68,411,1545,3.8,20
2020,Clemson,411,12,10,2,0,.833,522,242,280,411,1846,4.5,33
2009,Maryland,410,12,2,10,0,.167,256,375,-119,410,1269,3.1,13
2009,Virginia,410,12,3,9,0,.250,232,316,-84,410,1189,2.9,15
2020,Georgia Tech,408,10,3,7,0,.300,239,368,-129,408,1908,4.7,18
2013,Pitt,407,13,7,6,0,.538,342,353,-11,407,1368,3.4,16
2019,Miami (FL),406,13,6,7,0,.462,334,263,71,406,1537,3.8,16
2005,North Carolina,403,11,5,6,0,.455,198,288,-90,403,1116,2.8,10
2024,Syracuse,402,13,10,3,0,.769,443,379,64,402,1269,3.2,22
2018,Louisville,402,12,2,10,0,.167,237,529,-292,402,1709,4.3,18
2018,North Carolina,402,11,2,9,0,.182,301,380,-79,402,2123,5.3,19
2012,Wake Forest,402,12,5,7,0,.417,222,382,-160,402,1206,3.0,15
2007,North Carolina,402,12,4,8,0,.333,254,294,-40,402,1190,3.0,11
2016,North Carolina,401,13,8,5,0,.615,420,324,96,401,1896,4.7,21
2011,Miami (FL),398,12,6,6,0,.500,318,241,77,398,1748,4.4,18
2003,North Carolina State,392,13,8,5,0,.615,489,385,104,392,1311,3.3,20
2018,Florida State,391,12,5,7,0,.417,263,378,-115,391,1091,2.8,11
2017,Virginia,389,13,6,7,0,.462,293,369,-76,389,1216,3.1,10
2022,Virginia Tech,388,11,3,8,0,.273,212,272,-60,388,1212,3.1,15
2020,Pitt,388,11,6,5,0,.545,319,270,49,388,1321,3.4,20
2013,Wake Forest,388,12,4,8,0,.333,220,289,-69,388,1130,2.9,11
2003,North Carolina,387,12,2,10,0,.167,317,459,-142,387,1805,4.7,17
2004,Duke,385,11,2,9,0,.182,183,322,-139,385,1055,2.7,7
2016,Virginia,384,12,2,10,0,.167,270,405,-135,384,1363,3.5,13
2000,Maryland,384,11,5,6,0,.455,247,284,-37,384,1365,3.6,18
2014,Wake Forest,383,12,3,9,0,.250,178,317,-139,383,479,1.3,4
2010,Duke,383,12,3,9,0,.250,303,425,-122,383,1320,3.4,19
2006,North Carolina,382,12,3,9,0,.250,216,366,-150,382,1360,3.6,12
2024,Duke,381,13,9,4,0,.692,342,318,24,381,1202,3.2,13
2020,Wake Forest,380,9,4,5,0,.444,324,295,29,380,1468,3.9,22
2004,Clemson,380,11,6,5,0,.545,236,229,7,380,1183,3.1,15
2024,Florida State,378,12,2,10,0,.167,185,336,-151,378,1079,2.9,8
2007,Duke,376,12,1,11,0,.083,215,398,-183,376,768,2.0,6
2005,Florida State,376,13,8,5,0,.615,376,286,90,376,1222,3.3,20
2001,Virginia,376,12,5,7,0,.417,249,331,-82,376,1272,3.4,5
2000,Duke,375,11,0,11,0,.000,155,430,-275,375,906,2.4,10
2006,North Carolina State,374,12,3,9,0,.250,210,262,-52,374,1436,3.8,11
2021,North Carolina State,371,12,9,3,0,.750,397,236,161,371,1519,4.1,11
2012,Miami (FL),371,12,7,5,0,.583,377,366,11,371,1737,4.7,19
2020,Virginia,366,10,5,5,0,.500,307,296,11,366,1627,4.4,16
2011,Duke,365,12,3,9,0,.250,270,374,-104,365,1129,3.1,19
2006,Virginia,364,12,5,7,0,.417,181,214,-33,364,1199,3.3,12
2006,Florida State,363,13,7,6,0,.538,345,258,87,363,1255,3.5,17
2022,Boston College,362,12,3,9,0,.250,213,364,-151,362,753,2.1,6
2020,Boston College,361,11,6,5,0,.545,306,312,-6,361,1119,3.1,11
2023,Pitt,356,12,3,9,0,.250,242,328,-86,356,1223,3.4,10
2007,North Carolina State,355,12,5,7,0,.417,249,339,-90,355,1071,3.0,12
2001,North Carolina State,355,11,7,5,0,.583,300,223,77,355,1228,3.5,15
2000,North Carolina State,351,11,8,4,0,.667,341,308,33,351,1140,3.2,13
2020,Florida State,349,9,3,6,0,.333,232,324,-92,349,1818,5.2,19
2012,Boston College,345,12,2,10,0,.167,238,356,-118,345,1091,3.2,7
2009,Duke,339,12,5,7,0,.417,302,340,-38,339,762,2.2,6
2008,Virginia,339,12,5,7,0,.417,193,260,-67,339,1159,3.4,14
2021,Virginia,338,12,6,6,0,.500,415,382,33,338,1480,4.4,21
2022,Virginia,329,10,3,7,0,.300,170,240,-70,329,1231,3.7,13
2020,Syracuse,320,11,1,10,0,.091,196,360,-164,320,1012,3.2,5
2012,Oregon,685,13,12,1,0,.923,645,281,364,685,4098,6.0,48
2013,Arizona,647,13,8,5,0,.615,435,315,120,647,3444,5.3,36
2014,Oregon,644,15,13,2,0,.867,681,354,327,644,3518,5.5,42
2016,Colorado,630,14,10,4,0,.714,435,304,131,630,2574,4.1,29
2011,Oregon,629,14,12,2,0,.857,645,345,300,629,4189,6.7,42
2010,Oregon,629,13,12,1,0,.923,611,243,368,629,3721,5.9,42
2017,Oregon,628,13,7,6,0,.538,468,377,91,628,3263,5.2,40
2015,Oregon,618,13,9,4,0,.692,559,488,71,618,3641,5.9,34
2007,Oregon,615,13,9,4,0,.692,496,307,189,615,3272,5.3,32
2017,Arizona,610,13,7,6,0,.538,537,447,90,610,4026,6.6,48
2015,Stanford,610,14,12,2,0,.857,529,316,213,610,3131,5.1,33
2013,Washington,610,13,9,4,0,.692,493,297,196,610,3106,5.1,35
2013,Arizona State,608,14,10,4,0,.714,556,373,183,608,2679,4.4,36
2014,Washington,607,14,8,6,0,.571,423,347,76,607,2640,4.3,23
2012,UCLA,599,14,9,5,0,.643,482,386,96,599,2671,4.5,29
2012,Arizona State,598,13,8,5,0,.615,499,316,183,598,2670,4.5,27
2019,Utah,591,14,11,3,0,.786,452,210,242,591,2819,4.8,34
2008,Oregon,585,13,10,3,0,.769,545,367,178,585,3641,6.2,47
2013,Stanford,584,14,11,3,0,.786,452,266,186,584,2904,5.0,30
2014,Arizona,576,14,10,4,0,.714,483,395,88,576,2547,4.4,26
2015,Utah,571,13,10,3,0,.769,398,290,108,571,2381,4.2,24
2016,Utah,570,13,9,4,0,.692,388,311,77,570,2782,4.9,25
2013,Oregon,568,13,11,2,0,.846,591,266,325,568,3556,6.3,42
2013,UCLA,566,13,10,3,0,.769,480,301,179,566,2556,4.5,36
2014,Utah,565,13,9,4,0,.692,407,324,83,565,2475,4.4,21
2018,Washington,564,14,10,4,0,.714,369,229,140,564,2468,4.4,26
2017,Arizona State,564,13,7,6,0,.538,414,427,-13,564,2285,4.1,27
2018,Utah,563,14,9,5,0,.643,393,272,121,563,2554,4.5,23
2023,Utah,562,13,8,5,0,.615,301,251,50,562,2373,4.2,19
2022,Utah,560,14,10,4,0,.714,541,300,241,560,3047,5.4,38
2014,UCLA,557,13,10,3,0,.769,435,365,70,557,2724,4.9,26
2011,UCLA,552,14,6,8,0,.429,323,439,-116,552,2497,4.5,23
2012,Stanford,549,14,12,2,0,.857,390,241,149,549,2440,4.4,23
2007,Arizona State,549,13,10,3,0,.769,420,293,127,549,1781,3.2,18
2009,Oregon,547,13,10,3,0,.769,469,309,160,547,3012,5.5,38
2012,Arizona,544,13,8,5,0,.615,496,459,37,544,2961,5.4,33
2015,Colorado,543,13,4,9,0,.308,320,357,-37,543,2048,3.8,23
2021,Utah,542,14,10,4,0,.714,506,316,190,542,3039,5.6,37
2003,California,542,14,8,6,0,.571,457,341,116,542,2356,4.3,28
2007,Oregon State,541,13,9,4,0,.692,362,294,68,541,2274,4.2,27
2017,USC,539,14,11,3,0,.786,456,366,90,539,2607,4.8,29
2015,Arizona State,537,13,6,7,0,.462,450,435,15,537,2325,4.3,19
2007,Washington,537,13,4,9,0,.308,380,411,-31,537,2640,4.9,27
2009,Stanford,536,13,8,5,0,.615,461,345,116,536,2837,5.3,39
2021,Oregon,535,14,10,4,0,.714,440,378,62,535,2833,5.3,35
2010,Stanford,535,13,12,1,0,.923,524,226,298,535,2779,5.2,34
2013,USC,534,14,10,4,0,.714,416,297,119,534,2408,4.5,29
2016,Washington,529,14,12,2,0,.857,585,248,337,529,2774,5.2,24
2023,UCLA,527,13,8,5,0,.615,344,239,105,527,2573,4.9,21
2015,USC,527,14,8,6,0,.571,475,360,115,527,2355,4.5,26
2007,UCLA,527,13,6,7,0,.462,291,290,1,527,1963,3.7,12
2018,Oregon,526,13,9,4,0,.692,453,330,123,526,2351,4.5,28
2017,Utah,526,13,7,6,0,.538,384,301,83,526,2132,4.1,22
2003,Oregon State,526,13,8,5,0,.615,433,301,132,526,1754,3.3,25
2015,Arizona,525,13,7,6,0,.538,486,465,21,525,2897,5.5,31
2005,USC,525,13,12,1,0,.923,638,297,341,525,3380,6.4,51
2022,Oregon State,524,13,10,3,0,.769,419,260,159,524,2554,4.9,36
2014,USC,523,13,9,4,0,.692,466,327,139,523,2093,4.0,18
2016,Stanford,522,13,10,3,0,.769,342,265,77,522,2716,5.2,20
2021,Oregon State,521,13,7,6,0,.538,406,335,71,521,2786,5.3,33
2002,UCLA,519,13,8,5,0,.615,387,326,61,519,1658,3.2,20
2011,Stanford,518,13,11,2,0,.846,561,285,276,518,2738,5.3,32
2007,USC,517,13,11,2,0,.846,424,208,216,517,2564,5.0,23
2002,USC,515,13,11,2,0,.846,465,240,225,515,1852,3.6,25
2022,UCLA,514,13,9,4,0,.692,510,377,133,514,3084,6.0,36
2016,Arizona,509,12,3,9,0,.250,297,460,-163,509,2820,5.5,26
2004,California,509,12,10,2,0,.833,441,192,249,509,3081,6.1,30
2022,Oregon,508,13,10,3,0,.769,504,356,148,508,2805,5.5,34
2014,Arizona State,508,13,10,3,0,.769,480,363,117,508,2194,4.3,20
2001,Stanford,508,11,9,3,0,.750,408,315,93,508,2211,4.4,27
2021,UCLA,506,12,8,4,0,.667,438,321,117,506,2641,5.2,31
2019,Oregon,506,14,12,2,0,.857,495,231,264,506,2482,4.9,26
2008,Arizona,504,13,8,5,0,.615,476,277,199,504,2059,4.1,33
2008,USC,503,13,12,1,0,.923,488,117,371,503,2533,5.0,27
2016,USC,502,13,10,3,0,.769,447,315,132,502,2614,5.2,18
2002,Oregon State,502,13,8,5,0,.615,414,267,147,502,1933,3.9,21
2018,Arizona State,499,13,7,6,0,.538,389,332,57,499,2395,4.8,26
2023,California,497,13,6,7,0,.462,393,426,-33,497,2246,4.5,26
2006,Arizona State,497,13,7,6,0,.538,348,326,22,497,2206,4.4,17
2000,Oregon State,497,11,11,1,0,.917,359,203,156,497,2047,4.1,26
2017,Colorado,494,12,5,7,0,.417,317,338,-21,494,1902,3.9,17
2018,Arizona,493,12,5,7,0,.417,376,391,-15,493,2429,4.9,14
2016,Oregon,493,12,4,8,0,.333,425,497,-72,493,2717,5.5,29
2004,USC,493,13,13,0,0,1.000,496,169,327,493,2306,4.7,27
2019,UCLA,490,12,4,8,0,.333,320,417,-97,490,1802,3.7,18
2008,Stanford,490,12,5,7,0,.417,315,329,-14,490,2395,4.9,26
2003,Oregon,489,13,8,5,0,.615,356,348,8,489,1715,3.5,15
2002,Arizona State,489,14,8,6,0,.571,452,407,45,489,1246,2.5,20
2018,California,488,13,7,6,0,.538,280,265,15,488,2050,4.2,13
2008,Oregon State,487,13,9,4,0,.692,397,300,97,487,2055,4.2,21
2000,Washington,487,11,11,1,0,.917,353,246,107,487,2329,4.8,31
2021,Arizona State,485,13,8,5,0,.615,369,271,98,485,2534,5.2,34
2018,Oregon State,485,12,2,10,0,.167,313,548,-235,485,1867,3.8,23
2011,California,484,13,7,6,0,.538,368,314,54,484,2013,4.2,25
2010,UCLA,484,12,4,8,0,.333,242,364,-122,484,2107,4.4,20
2003,Washington State,484,13,10,3,0,.769,394,257,137,484,1495,3.1,15
2005,California,483,12,8,4,0,.667,395,254,141,483,2823,5.8,27
2010,Washington,481,13,7,6,0,.538,284,381,-97,481,2238,4.7,15
2017,Stanford,479,14,9,5,0,.643,453,318,135,479,2836,5.9,31
2015,Washington,477,13,7,6,0,.538,398,244,154,477,2130,4.5,27
2014,Stanford,477,13,8,5,0,.615,353,213,140,477,2064,4.3,22
2010,USC,477,13,8,5,0,.615,403,347,56,477,2461,5.2,20
2002,Oregon,476,13,7,6,0,.538,417,362,55,476,1893,4.0,21
2019,California,474,13,8,5,0,.615,276,285,-9,474,1716,3.6,16
2016,Arizona State,474,12,5,7,0,.417,400,478,-78,474,1582,3.3,27
2006,Oregon State,474,14,10,4,0,.714,389,311,78,474,1655,3.5,20
2022,USC,473,14,11,3,0,.786,579,409,170,473,2396,5.1,30
2017,Washington,473,13,10,3,0,.769,471,209,262,473,2382,5.0,37
2013,Utah,473,12,5,7,0,.417,350,336,14,473,1929,4.1,19
2011,Utah,472,13,8,5,0,.615,325,263,62,472,1789,3.8,16
2006,Oregon,472,13,7,6,0,.538,383,345,38,472,2364,5.0,26
2009,California,471,13,8,5,0,.615,378,331,47,471,2203,4.7,27
2000,Arizona,470,11,5,6,0,.455,254,237,17,470,1695,3.6,16
2012,Washington,466,13,7,6,0,.538,312,314,-2,466,1851,4.0,19
2004,UCLA,466,12,6,6,0,.500,361,309,52,466,2219,4.8,18
2003,Washington,464,12,6,6,0,.500,312,316,-4,464,1434,3.1,19
2015,UCLA,460,13,8,5,0,.615,419,338,81,460,2299,5.0,26
2019,Arizona State,459,13,8,5,0,.615,322,291,31,459,1602,3.5,13
2001,UCLA,459,11,7,4,0,.636,317,225,92,459,1869,4.1,23
2019,Washington,458,13,8,5,0,.615,416,252,164,458,1944,4.2,24
2003,USC,455,13,12,1,0,.923,534,239,295,455,2027,4.5,20
2003,UCLA,455,13,6,7,0,.462,248,305,-57,455,1195,2.6,11
2002,Washington,454,13,7,6,0,.538,398,342,56,454,968,2.1,15
2018,Colorado,452,12,5,7,0,.417,325,327,-2,452,1716,3.8,21
2011,Washington,452,13,7,6,0,.538,434,467,-33,452,2006,4.4,19
2000,USC,452,12,5,7,0,.417,309,337,-28,452,1843,4.1,17
2000,Stanford,452,11,5,6,0,.455,261,294,-33,452,1528,3.4,12
2014,Colorado,451,12,2,10,0,.167,342,468,-126,451,1860,4.1,13
2012,California,451,12,3,9,0,.250,276,397,-121,451,2196,4.9,18
2019,Arizona,450,12,4,8,0,.333,323,429,-106,450,2089,4.6,19
2018,UCLA,450,12,3,9,0,.250,295,409,-114,450,1863,4.1,20
2008,Washington State,450,13,2,11,0,.154,165,570,-405,450,1236,2.7,13
2005,Arizona State,447,12,7,5,0,.583,442,359,83,447,1748,3.9,18
2015,Oregon State,446,12,2,10,0,.167,228,444,-216,446,2128,4.8,15
2012,Utah,446,12,5,7,0,.417,320,301,19,446,1605,3.6,17
2007,Stanford,446,12,4,8,0,.333,235,339,-104,446,1334,3.0,14
2023,Oregon State,445,13,8,5,0,.615,414,298,116,445,2172,4.9,26
2001,Washington State,444,11,10,2,0,.833,387,242,145,444,1515,3.4,13
2000,Arizona State,444,11,6,6,0,.500,296,272,24,444,1269,2.9,11
2012,Oregon State,442,13,9,4,0,.692,423,268,155,442,1617,3.7,26
2016,Oregon State,440,12,4,8,0,.333,314,366,-52,440,2306,5.2,24
2009,Oregon State,440,13,8,5,0,.615,409,325,84,440,1818,4.1,26
2007,California,440,13,7,6,0,.538,381,348,33,440,2151,4.9,23
2005,Washington State,440,11,4,7,0,.364,368,346,22,440,2332,5.3,20
2015,California,439,13,8,5,0,.615,493,399,94,439,1987,4.5,16
2014,California,439,12,5,7,0,.417,459,477,-18,439,1788,4.1,22
2021,Colorado,438,12,4,8,0,.333,225,320,-95,438,1514,3.5,12
2009,USC,438,13,9,4,0,.692,344,258,86,438,2168,4.9,24
2023,Oregon,437,14,12,2,0,.857,619,231,388,437,2583,5.9,33
2019,Colorado,436,12,5,7,0,.417,282,382,-100,436,1804,4.1,14
2006,UCLA,436,13,7,6,0,.538,299,259,40,436,1687,3.9,11
2005,UCLA,436,12,10,2,0,.833,469,410,59,436,1928,4.4,21
2000,Oregon,436,11,10,2,0,.833,316,219,97,436,1663,3.8,18
2010,Arizona,435,13,7,6,0,.538,367,295,72,435,1712,3.9,20
2008,California,435,13,9,4,0,.692,424,259,165,435,2421,5.6,22
2004,Arizona State,435,12,9,3,0,.750,358,294,64,435,1417,3.3,6
2002,Washington State,433,13,10,3,0,.769,431,296,135,433,1680,3.9,17
2009,Arizona,430,13,8,5,0,.615,356,311,45,430,2072,4.8,19
2004,Oregon,429,11,5,6,0,.455,282,282,0,429,1746,4.1,12
2010,California,428,12,5,7,0,.417,310,271,39,428,1907,4.5,19
2006,California,427,13,10,3,0,.769,427,251,176,427,2116,5.0,21
2005,Oregon,427,12,10,2,0,.833,414,278,136,427,1612,3.8,16
2002,Stanford,427,11,2,9,0,.182,225,377,-152,427,1465,3.4,12
2012,Colorado,425,12,1,11,0,.083,214,552,-338,425,1323,3.1,16
2000,UCLA,425,11,6,6,0,.500,333,347,-14,425,1086,2.6,18
2013,California,424,12,1,11,0,.083,276,551,-275,424,1466,3.5,10
2001,Arizona State,424,11,4,7,0,.364,374,361,13,424,1838,4.3,22
2011,Arizona State,423,13,6,7,0,.462,431,372,59,423,1678,4.0,23
2021,Arizona,422,12,1,11,0,.083,206,377,-171,422,1572,3.7,6
2009,UCLA,421,13,7,6,0,.538,286,276,10,421,1490,3.5,12
2000,Washington State,421,11,4,7,0,.364,281,354,-73,421,1334,3.2,12
2008,Washington,419,12,0,12,0,.000,159,463,-304,419,1192,2.8,13
2001,Oregon,418,11,11,1,0,.917,374,240,134,418,2162,5.2,23
2001,Washington,418,11,8,4,0,.667,310,323,-13,418,1229,2.9,19
2010,Washington State,417,12,2,10,0,.167,235,430,-195,417,1092,2.6,11
2001,Oregon State,417,11,5,6,0,.455,287,259,28,417,1401,3.4,15
2017,California,416,12,5,7,0,.417,333,341,-8,416,1507,3.6,17
2006,USC,416,13,11,2,0,.846,396,197,199,416,1664,4.0,18
2005,Oregon State,415,11,5,6,0,.455,293,365,-72,415,1348,3.2,17
2016,California,414,12,5,7,0,.417,445,511,-66,414,1852,4.5,16
2004,Washington,414,11,1,10,0,.091,154,334,-180,414,1322,3.2,10
2003,Stanford,414,11,4,7,0,.364,186,324,-138,414,1054,2.5,10
2023,Stanford,413,12,3,9,0,.250,247,452,-205,413,1423,3.4,15
2010,Arizona State,413,12,6,6,0,.500,387,300,87,413,1671,4.0,19
2023,Washington,411,15,14,1,0,.933,540,372,168,411,1776,4.3,28
2017,Oregon State,411,12,1,11,0,.083,248,516,-268,411,1650,4.0,18
2004,Washington State,410,11,5,6,0,.455,275,307,-32,410,1408,3.4,13
2019,Oregon State,408,12,5,7,0,.417,374,390,-16,408,1884,4.6,21
2000,California,405,11,3,8,0,.273,246,295,-49,405,1363,3.4,12
