Rank,Class Rk,Year,Player Name,Tier,RB Grade,Overall,Z-Score,School,Conf Rk,DOB,Age,Class,Draft Age,Build,Type,Height,Weight,40 Time,Draft Cap,DOM1,DOM2,DOM3,DOM4,DOM5,TDOM,DOM+,RDOM1,RDOM2,ADOM,RDOM+,BOUT,Speed,BMI,MTF/A,YPC,YPR,RPT,ELU,YCO/A,Break %,DOM++,RDOM++,BOUT+,Speed+,MTF/A,YPC+,ELU+,YCO/A+,DC+,BAMA,Rush Yds,Team Yds,Rush TDs,Team TD,Att,MTF,YPC,ELU,YCO/A,Break %,Rec Yds,Team Yds,Recs,Rec TDs,Team TDs,Rush Yds,Team Yds,Rush TDs,Team TD,Att,MTF,YPC,ELU,YCO/A,Break %,Rec Yds,Team Yds,Recs,Rec TDs,Team TDs,Rush Yds,Team Yds,Rush TDs,Team TD,Att,MTF,YPC,ELU,YCO/A,Break %,Rec Yds,Team Yds,Recs,Rec TDs,Team TDs,Rush Yds,Team Yds,Rush TDs,Team TD,Att,MTF,YPC,ELU,YCO/A,Break %,Rec Yds,Team Yds,Recs,Rec TDs,Team TDs,Rush Yds,Team Yds,Rush TDs,Team TD,Att,MTF,YPC,ELU,YCO/A,Break %,Rec Yds,Team Yds,Recs,Rec TDs,Team TDs
250,31,2025,Marcus Yarns,Purgatory,4.50,23.50,-1.48,Delaware,11,10/30/01,23.93,SR,23.51,JITTERBUG,+RECEIVER,71,193,4.45,0,0.00%,2.58%,12.97%,23.23%,23.69%,23.69%,13.03%,9.46%,10.65%,10.65%,5.86%,21.86,98.43,26.92,0.25,6.89,12.68,0.11,95.60,4.22,43.40,1.00,6.00,2.00,4.00,6.00,7.00,4.00,6.00,0.0,0.00,0,1,0,0,0,0,0.00,0.00,0.00,0.00,0,0,0,0,0,80,1317,0,13,23,2,3.48,19.10,2.39,0.00,5,1981,2,0,12,478,1864,2,15,72,15,6.64,87.30,4.32,48.70,211,3450,22,3,33,937,2083,15,25,136,30,6.89,78.00,3.78,43.40,311,3289,24,3,27,844,2027,6,22,133,33,6.35,95.60,4.22,41.60,297,2789,17,5,29
251,18,2026,CJ Donaldson,Purgatory,4.47,23.20,-1.49,Ohio State,2,7/9/04,21.23,SR,21.81,FREAK,+RECEIVER,74,237,4.50,0,0.00%,19.80%,16.38%,16.05%,12.09%,15.94%,15.94%,3.80%,2.59%,3.20%,3.20%,18.17,115.59,30.43,0.18,4.70,6.06,0.08,53.00,3.15,29.60,2.00,3.00,10.00,10.00,2.00,0.00,0.00,0.00,0.0,0.50,0,1,0,0,0,0,0.00,0.00,0.00,0.00,0,1,0,0,0,526,1201,8,14,87,18,6.05,91.80,4.20,48.90,27,1593,9,0,12,795,2747,11,30,169,23,4.70,39.30,2.92,17.90,59,2468,9,0,17,739,2518,11,27,162,29,4.56,53.00,2.83,29.60,104,2734,14,1,20,151,581,0,0,33,1,4.58,8.80,3.15,17.90,22,850,3,0,0
252,20,2016,Brandon Wilds,Purgatory,4.47,22.90,-1.50,South Carolina,1,5/24/93,32.37,SR,22.94,BELL COW,PLODDER,73,220,4.54,0,12.81%,0.00%,10.74%,13.40%,21.75%,21.75%,21.75%,4.22%,7.55%,7.55%,7.55%,22.29,103.57,29.02,0.17,5.38,9.14,0.12,50.80,2.63,38.10,4.00,8.00,1.00,7.00,4.00,2.00,3.00,1.00,0.0,0.50,486,2497,3,28,0,0,0.00,0.00,0.00,0.00,136,2359,15,0,19,0,1,0,0,0,0,0.00,0.00,0.00,0.00,0,1,0,0,0,221,1390,3,15,0,0,0.00,0.00,0.00,0.00,119,1777,9,2,16,570,1932,4,22,106,18,5.38,37.90,2.47,38.10,143,3389,18,1,26,568,1392,3,8,123,15,4.62,50.80,2.63,28.90,141,1868,17,0,13
253,22,2017,Devante Mays,Purgatory,4.46,22.60,-1.50,Utah State,7,5/26/94,31.36,SR,22.94,FREAK,HORSE,71,230,4.39,7,0.00%,0.00%,0.00%,20.55%,5.91%,13.23%,8.60%,0.34%,0.32%,0.33%,0.21%,21.28,123.85,32.07,0.24,7.00,8.50,0.03,122.30,5.16,53.30,0.00,0.00,2.00,10.00,6.00,8.00,8.00,10.00,1.0,0.00,0,2653,0,0,0,0,0.00,0.00,0.00,0.00,0,3445,0,0,0,0,2493,0,0,0,0,0.00,0.00,0.00,0.00,0,3268,0,0,0,0,2521,0,0,0,0,0.00,0.00,0.00,0.00,0,2782,0,0,0,981,2146,9,0,165,24,5.90,41.20,2.85,40.90,9,2672,1,0,0,259,2046,3,0,37,9,7.00,122.30,5.16,53.30,8,2469,1,0,0
254,18,2021,Deon Jackson,Purgatory,4.44,22.30,-1.51,Duke,4,2/18/99,26.62,SR,22.21,FREAK,PLODDER,71,218,4.42,0,0.00%,2.02%,20.74%,21.28%,18.09%,19.69%,17.72%,9.01%,3.31%,6.16%,5.55%,19.55,114.23,30.40,0.22,4.20,13.54,0.05,72.80,3.70,42.00,3.00,6.00,6.00,10.00,4.00,0.00,1.00,3.00,0.0,0.00,0,1843,0,19,0,0,0.00,0.00,0.00,0.00,0,2877,0,0,18,97,2228,0,22,32,4,3.00,24.30,2.19,0.00,4,2774,4,0,16,845,2075,7,19,160,28,5.30,66.00,3.70,42.00,249,3199,5,0,31,648,1804,6,16,170,32,3.80,52.00,2.84,15.00,194,2152,21,0,18,674,1724,5,19,162,35,4.20,72.80,3.28,41.10,81,2449,9,0,11
255,32,2025,Kyle Monangai,Purgatory,4.43,22.00,-1.51,Rutgers,2,3/15/02,23.55,RS SR,23.13,BELL CALF,SLASHER,68,211,4.6,7,0.00%,8.63%,14.08%,33.69%,32.16%,32.93%,32.93%,4.36%,3.29%,3.83%,3.83%,21.49,94.25,32.08,0.30,5.22,6.69,0.05,113.60,3.64,36.90,8.00,4.00,2.00,2.00,8.00,1.00,5.00,2.00,1.0,0.00,0,1,0,0,0,0,0.00,0.00,0.00,0.00,0,1,0,0,0,238,1525,4,0,63,9,0.00,47.50,2.81,8.40,57,1894,8,0,0,445,1534,2,0,109,25,0.00,63.90,2.83,16.90,31,1847,6,0,0,1263,2193,8,0,242,73,5.22,113.60,3.64,30.60,78,1788,8,0,0,1279,1928,13,22,256,66,5.00,84.80,3.37,36.90,75,2281,14,1,15
256,25,2024,Kendall Milton,Purgatory,4.37,21.70,-1.54,Georgia,1,2/10/02,23.64,SR,22.22,BRUISER,HORSE,73,225,4.62,0,0.00%,7.07%,8.61%,9.82%,12.63%,12.63%,12.63%,1.20%,0.63%,0.91%,0.91%,N/A,98.77,29.68,0.25,6.91,8.91,0.03,105.40,4.12,47.50,1.00,1.00,0.00,5.00,6.00,7.00,4.00,5.00,0.0,1.00,0,1,0,0,0,0,0.00,0.00,0.00,0.00,0,1,0,0,0,188,1219,0,13,35,11,5.37,117.10,3.51,21.80,22,1749,1,0,13,262,1338,1,13,56,13,4.68,77.60,3.46,21.80,5,1763,2,0,18,594,2669,9,38,86,19,6.91,84.00,3.98,47.50,46,3847,4,0,27,790,2486,14,38,121,30,6.50,105.40,4.12,47.00,25,3969,4,0,27
257,21,2018,Gus Edwards,Purgatory,4.36,21.40,-1.54,Rutgers,1,4/13/95,30.48,SR,23.05,BRUISER,PLODDER,73,238,4.52,0,8.82%,9.13%,0.00%,7.02%,25.74%,25.74%,25.74%,0.33%,7.43%,7.43%,7.43%,22.41,114.04,31.40,0.20,4.90,9.75,0.07,69.20,3.50,30.70,6.00,7.00,1.00,10.00,4.00,1.00,1.00,2.00,0.0,0.00,338,1443,0,0,0,0,0.00,0.00,0.00,0.00,0,2390,0,0,0,349,1804,6,0,61,15,5.70,92.40,3.64,39.20,44,2499,2,0,0,0,1,0,0,0,0,0.00,0.00,0.00,0.00,0,1,0,0,0,290,1518,1,0,59,10,4.90,48.60,2.92,30.70,9,2742,1,0,0,713,1783,6,0,164,33,4.35,69.20,3.50,26.90,103,1387,13,0,0
258,19,2026,Dylan Edwards,Purgatory,4.34,21.10,-1.55,Kansas State,3,9/22/04,21.03,JR,21.61,JITTERBUG,+RECEIVER,69,167,4.35,0,0.00%,0.00%,14.28%,13.25%,0.00%,13.77%,12.39%,5.24%,0.00%,5.24%,4.72%,N/A,93.28,24.66,0.27,7.38,7.85,#DIV/0!,120.40,4.15,51.30,1.00,5.00,0.00,2.00,7.00,8.00,6.00,5.00,0.0,0.00,0,1,0,0,0,0,0.00,0.00,0.00,0.00,0,1,0,0,0,0,1,0,0,0,0,0.00,0.00,0.00,0.00,0,1,0,0,0,324,827,1,12,74,20,4.38,62.00,2.53,33.60,299,3536,36,4,29,546,2586,5,19,74,20,7.38,120.40,4.15,51.30,133,2537,19,2,23,0,1,0,0,0,0,0.00,0.00,0.00,0.00,0,1,0,0,0
259,19,2021,Chris Evans,Purgatory,4.31,20.70,-1.56,Michigan,2,10/5/97,28.00,SR,23.58,BELL COW,+RECEIVER,71,211,4.52,6,12.69%,17.52%,10.47%,0.00%,6.98%,12.25%,12.25%,0.00%,5.79%,5.79%,5.79%,19.92,101.10,29.43,0.31,4.60,12.61,0.36,68.30,2.44,21.90,1.00,6.00,5.00,6.00,8.00,0.00,1.00,0.00,2.0,0.00,614,2768,4,41,88,28,7.00,132.40,4.15,52.10,87,2756,6,0,20,682,2562,6,33,135,34,5.10,92.20,3.57,43.70,157,2226,16,0,9,423,2649,4,26,81,15,5.20,85.60,3.85,47.30,148,2804,7,0,24,0,1959,0,26,0,0,0.00,0.00,0.00,0.00,0,3261,0,0,25,73,789,1,12,16,5,4.60,68.30,2.44,21.90,87,1502,9,0,9
260,21,2019,Kerrith Whyte Jr.,Purgatory,4.26,20.40,-1.59,FAU,10,10/31/96,28.93,RS JR,22.50,DYNAMIC,HORSE,70,204,4.37,7,0.00%,0.00%,3.47%,5.80%,17.72%,17.72%,10.63%,2.01%,5.84%,5.84%,3.50%,21.85,111.88,29.27,0.25,6.40,10.29,0.08,92.70,3.92,46.50,0.00,3.00,2.00,9.00,6.00,6.00,3.00,4.00,1.0,0.50,0,1963,0,14,0,0,0.00,0.00,0.00,0.00,0,2394,0,0,18,0,1961,0,15,0,0,0.00,0.00,0.00,0.00,0,2557,0,0,12,145,2258,1,31,42,5,3.50,50.30,2.95,15.20,21,2521,5,0,9,345,3994,2,52,56,6,6.20,27.70,2.54,41.20,60,2983,8,0,21,852,2902,8,35,133,33,6.40,92.70,3.92,46.50,166,2844,11,0,14
261,26,2024,Daijun Edwards,Purgatory,4.23,20.10,-1.60,Georgia,1,4/11/01,24.48,SR,23.06,BELL CALF,PLODDER,70,207,4.55,6,0.00%,8.69%,5.80%,4.20%,18.06%,18.06%,18.06%,2.28%,5.38%,5.38%,5.38%,22.41,96.60,29.70,0.25,5.60,9.27,0.11,77.70,3.06,39.90,3.00,6.00,1.00,4.00,6.00,3.00,2.00,0.00,2.0,0.00,0,1,0,0,0,0,0.00,0.00,0.00,0.00,0,1,0,0,0,218,1045,1,11,37,13,5.90,147.00,4.30,33.00,3,1499,1,0,11,215,1912,3,19,49,17,4.40,114.30,3.43,47.40,42,2519,2,0,26,215,3080,7,44,140,35,5.60,75.60,3.06,38.60,101,4439,14,0,32,879,2294,13,35,164,38,5.40,77.70,3.04,39.90,197,3664,20,0,25
262,22,2019,Rodney Anderson,Purgatory,4.22,19.80,-1.60,Oklahoma,3,9/12/96,29.06,JR,22.63,BELL COW,HORSE,72,224,4.59,6,0.00%,0.07%,0.00%,17.77%,1.49%,17.77%,15.99%,5.55%,0.00%,2.77%,2.50%,20.98,100.93,30.38,0.16,6.20,16.53,0.00,66.40,3.89,46.10,2.00,2.00,3.00,6.00,1.00,5.00,1.00,4.00,2.0,0.00,0,3395,0,40,0,0,0.00,0.00,0.00,0.00,0,2646,0,0,17,5,2887,0,32,1,0,5.00,0.00,2.00,0.00,0,4006,0,0,38,0,3078,0,30,0,0,0.00,0.00,0.00,0.00,0,4134,0,0,43,1161,3049,13,33,188,30,6.20,66.40,3.89,46.10,281,5065,17,0,47,119,3464,3,42,11,5,10.80,285.10,6.27,79.80,0,4520,0,0,43
263,20,2026,LJ Martin,Purgatory,4.17,19.50,-1.62,BYU,3,9/21/04,21.03,JR,21.61,FREAK,+RECEIVER,74,220,4.50,0,0.00%,0.00%,18.15%,20.88%,0.00%,10.44%,9.39%,4.24%,0.00%,2.12%,1.91%,18.96,107.30,28.24,0.28,5.26,6.81,#DIV/0!,93.00,3.42,42.40,0.00,1.00,8.00,8.00,7.00,2.00,3.00,1.00,0.0,0.00,0,1,0,0,0,0,0.00,0.00,0.00,0.00,0,1,0,0,0,0,1,0,0,0,0,0.00,0.00,0.00,0.00,0,1,0,0,0,517,1043,4,13,108,27,4.79,81.00,3.32,42.40,45,2054,11,1,14,721,1610,7,15,137,38,5.26,93.00,3.42,25.90,98,2313,10,2,16,0,1,0,0,0,0,0.00,0.00,0.00,0.00,0,1,0,0,0
264,17,2020,J.J. Taylor,Purgatory,4.12,19.20,-1.64,Arizona,4,1/4/98,27.75,RS JR,22.32,DYNAMIC,+RECEIVER,65,185,4.61,0,0.00%,5.59%,13.84%,28.39%,19.14%,23.77%,21.39%,4.34%,9.15%,9.15%,8.23%,20.67,81.92,30.78,0.26,5.60,9.92,0.18,88.00,3.30,36.90,4.00,8.00,3.00,0.00,6.00,3.00,3.00,1.00,0.0,0.00,0,2886,0,31,0,0,0.00,0.00,0.00,0.00,0,3548,0,0,27,261,2820,2,26,38,11,6.90,152.20,4.68,64.00,16,2137,2,0,13,836,4021,5,48,145,32,5.80,63.90,2.71,45.80,45,2343,12,0,19,1426,2429,6,14,254,46,5.60,44.20,2.48,36.90,133,3063,2,0,29,719,2088,5,19,147,38,4.90,88.00,3.30,21.40,292,3193,33,0,23
265,33,2025,Ja'Quinden Jackson,Purgatory,4.11,18.90,-1.65,Arkansas,1,9/12/01,24.06,RS SR,23.64,BRUISER,PLODDER,73,229,4.55,0,0.00%,4.50%,9.61%,20.45%,20.44%,20.44%,20.44%,2.66%,5.06%,5.06%,5.06%,21.99,106.86,30.21,0.28,5.37,8.70,0.08,97.30,3.50,28.00,4.00,5.00,2.00,8.00,7.00,2.00,4.00,2.00,0.0,0.00,0,1,0,0,0,0,0.00,0.00,0.00,0.00,0,0,0,0,0,28,621,1,8,6,4,4.67,322.00,4.83,0.00,0,1,0,0,0,530,2611,9,32,79,30,6.71,44.00,4.22,46.00,8,2990,1,0,26,802,2190,4,18,160,33,5.01,73.10,3.34,26.90,53,1990,9,0,14,800,1848,15,26,149,41,5.37,97.30,3.50,28.00,139,2747,13,0,12
266,23,2017,Matt Dayes,Purgatory,4.06,18.60,-1.67,NC State,4,9/3/94,31.09,SR,22.66,BELL CALF,PLODDER,68,207,4.66,7,0.00%,8.78%,16.81%,19.40%,26.36%,26.36%,23.73%,6.31%,7.63%,7.63%,6.86%,20.01,87.79,31.47,0.17,6.50,9.54,0.11,48.90,2.97,46.70,5.00,7.00,5.00,1.00,2.00,6.00,0.00,1.00,1.0,0.00,0,1444,0,0,0,0,0.00,0.00,0.00,0.00,0,4031,0,0,0,252,1952,0,0,0,0,0.00,0.00,0.00,0.00,173,2890,10,0,0,572,2659,8,0,105,6,5.40,14.80,2.01,41.40,321,2652,31,0,0,868,2627,12,0,134,18,6.50,48.90,2.97,46.70,173,2740,24,0,0,1169,2030,10,0,248,42,4.70,46.10,2.63,29.90,258,3383,32,0,0
267,27,2022,Isiah Pacheco,Purgatory,4.06,18.00,-1.67,Rutgers,2,3/2/99,26.59,SR,23.17,FREAK,PLODDER,70,216,4.37,7,0.00%,17.46%,24.78%,21.26%,16.86%,20.82%,20.82%,7.32%,1.12%,4.22%,4.22%,19.52,118.46,30.99,0.16,4.50,5.47,0.07,47.30,3.31,44.00,4.00,4.00,6.00,10.00,1.00,0.00,0.00,1.00,1.0,0.00,0,1765,0,19,0,0,0.00,0.00,0.00,0.00,0,1387,0,0,7,551,1609,3,12,111,10,5.00,24.40,2.73,31.40,7,1586,0,0,5,729,1605,7,11,169,24,4.30,47.30,3.31,29.40,83,1672,13,0,7,518,1263,3,13,116,18,4.50,44.30,2.99,44.00,131,1789,19,0,14,654,1799,5,20,166,12,3.90,24.00,2.87,24.60,25,2229,13,0,9
267,21,2026,Noah Whittington,Purgatory,4.06,18.00,-1.67,Oregon,2,6/1/01,24.34,RS SR,24.92,DYNAMIC,SLASHER,68,200,4.50,0,10.52%,14.54%,10.54%,11.04%,10.52%,12.53%,12.53%,3.48%,0.00%,1.74%,1.74%,N/A,97.55,30.41,0.21,11.36,6.14,0.00,101.00,4.71,59.10,1.00,1.00,0.00,4.00,4.00,10.00,4.00,7.00,0.0,1.00,619,1234,2,11,102,13,6.07,38.60,2.93,26.80,58,5204,12,0,54,777,2805,5,34,140,25,5.55,54.90,3.18,23.90,169,3702,22,1,30,182,738,2,10,22,2,8.27,77.30,3.86,75.30,42,1388,8,0,14,540,2211,6,30,118,25,4.58,68.70,2.96,41.50,136,3913,24,2,30,159,743,0,0,14,3,11.36,101.00,4.71,59.10,0,769,0,0,0
269,18,2020,Rico Dowdle,Purgatory,4.04,17.70,-1.68,South Carolina,1,6/14/98,27.31,SR,21.87,BELL COW,+RECEIVER,71,209,4.54,0,0.00%,17.82%,8.69%,14.19%,14.90%,16.36%,16.36%,3.75%,6.26%,6.26%,6.26%,18.23,98.39,29.15,0.21,5.30,9.66,0.17,69.30,3.36,42.20,2.00,6.00,10.00,4.00,4.00,2.00,1.00,1.00,0.0,0.00,0,1856,0,11,0,0,0.00,0.00,0.00,0.00,0,2490,0,0,17,750,1747,6,20,134,29,5.60,69.10,3.32,36.90,55,2771,15,0,12,253,1588,2,16,65,10,3.90,47.40,2.77,18.60,128,2794,11,0,18,652,1986,4,15,123,18,5.30,49.00,3.36,40.00,133,3547,2,0,32,498,1796,4,18,106,22,4.70,69.30,3.06,42.20,167,2667,22,0,12
270,28,2022,Brittain Brown,Purgatory,4.03,17.40,-1.68,UCLA,5,10/10/97,27.98,RS SR,24.56,BELL COW,+RECEIVER,73,205,4.69,7,20.32%,8.27%,1.74%,15.43%,14.07%,17.19%,14.61%,3.43%,4.75%,4.75%,4.04%,19.90,84.74,27.04,0.23,6.60,10.78,0.15,98.00,4.79,52.10,1.00,4.00,5.00,0.00,5.00,6.00,4.00,8.00,1.0,0.00,702,1474,7,19,131,26,5.40,56.00,3.01,34.60,161,2774,14,0,16,374,1858,3,20,79,13,4.70,44.20,2.72,30.70,44,3199,0,0,31,56,1804,0,16,12,3,4.70,73.80,2.58,28.60,13,2152,2,0,18,543,1614,4,13,82,16,6.60,98.00,4.79,52.10,84,2449,6,0,11,616,2582,7,31,102,23,6.00,81.30,3.90,42.50,129,2714,18,0,23
271,23,2019,Ryquell Armstead,Purgatory,4.01,17.10,-1.69,Temple,6,10/30/96,28.93,SR,22.50,FREAK,PLODDER,71,220,4.45,5,0.00%,3.93%,16.58%,13.79%,21.66%,21.66%,16.24%,2.29%,1.58%,1.93%,1.45%,19.85,112.21,30.68,0.21,5.90,6.00,0.04,78.10,3.70,44.60,2.00,1.00,5.00,9.00,4.00,4.00,2.00,3.00,3.0,0.00,0,1293,0,11,0,0,0.00,0.00,0.00,0.00,0,2408,0,0,13,195,2096,2,25,51,9,3.80,43.30,2.55,16.40,7,3038,2,0,20,914,2466,14,31,155,33,5.90,78.10,3.70,44.60,46,3324,6,0,22,621,1773,5,15,157,18,4.00,28.90,2.25,37.00,75,3273,14,0,21,1101,2027,13,28,210,31,5.20,49.00,3.34,39.90,52,3297,8,0,20
272,20,2021,Larry Rountree III,Purgatory,4.01,16.80,-1.69,Missouri,1,2/13/99,26.64,SR,22.22,BELL COW,PLODDER,71,211,4.7,6,0.00%,11.64%,20.41%,20.22%,27.09%,27.09%,27.09%,2.62%,3.75%,3.75%,3.75%,19.56,86.48,29.43,0.19,4.70,8.50,0.07,59.50,3.39,38.20,7.00,4.00,6.00,1.00,3.00,0.00,0.00,1.00,2.0,0.00,0,2461,0,24,0,0,0.00,0.00,0.00,0.00,0,3545,0,0,25,703,2516,6,16,126,14,5.60,31.30,2.73,39.50,57,4012,5,0,44,1216,2631,11,27,225,41,5.40,59.50,3.39,38.20,62,3632,1,0,28,838,1820,9,14,187,36,4.50,55.30,2.91,22.70,70,2671,13,0,17,989,1352,14,21,211,41,4.70,46.20,2.37,28.40,100,2668,15,0,9
273,27,2024,Cody Schrader,Purgatory,3.98,16.50,-1.70,Missouri,1,9/8/99,26.07,RS SR,24.65,BELL CALF,PLODDER,68,202,4.61,0,17.87%,27.75%,44.81%,18.35%,32.20%,38.51%,38.51%,4.92%,5.60%,5.60%,5.60%,19.99,89.45,30.71,0.18,5.80,20.12,0.07,56.70,3.07,35.90,10.00,6.00,5.00,2.00,2.00,4.00,0.00,0.00,0.0,0.00,605,2581,7,0,96,0,0.00,0.00,0.00,0.00,231,2096,0,0,0,405,829,7,0,83,0,0.00,0.00,0.00,0.00,52,818,0,0,0,2074,2878,25,0,300,0,0.00,0.00,0.00,0.00,214,2228,0,0,0,745,2024,9,20,170,29,5.80,52.30,2.88,27.70,137,2783,19,0,14,1627,2236,14,25,276,51,5.80,56.70,3.07,35.90,191,3410,22,0,23
274,24,2017,Khalfani Muhammad,Purgatory,3.98,16.20,-1.70,California,5,9/26/94,31.02,SR,22.60,JITTERBUG,SLASHER,67,170,4.34,7,0.00%,11.61%,4.63%,11.21%,15.57%,15.57%,13.24%,3.86%,3.07%,3.46%,2.94%,21.96,95.83,26.62,0.23,6.70,10.38,0.10,100.30,3.60,51.20,1.00,3.00,2.00,3.00,5.00,7.00,6.00,4.00,1.0,0.00,0,2190,0,0,0,0,0.00,0.00,0.00,0.00,0,2499,0,0,0,445,1466,0,0,0,0,0.00,0.00,0.00,0.00,187,3977,14,0,0,212,1790,4,0,45,4,4.70,23.40,3.04,34.40,63,4152,7,0,0,582,1987,1,0,87,20,6.70,100.30,3.60,51.20,189,4892,17,0,0,827,1852,2,0,152,22,5.40,46.90,2.93,31.40,132,4306,17,0,0
275,22,2026,Jaydn Ott,Purgatory,3.97,15.90,-1.71,Oklahoma,1,12/16/02,22.80,SR,23.38,DYNAMIC,+RECEIVER,71,208,4.46,0,0.00%,27.68%,32.12%,15.97%,1.18%,16.65%,16.65%,8.58%,0.00%,4.29%,4.29%,19.73,105.14,29.01,0.24,5.33,7.70,0.00,79.70,3.39,49.90,2.00,4.00,6.00,7.00,5.00,2.00,2.00,1.00,0.0,0.00,0,1,0,0,0,0,0.00,0.00,0.00,0.00,0,1,0,0,0,890,1159,8,10,170,49,5.24,97.80,3.30,41.00,321,3216,46,3,23,1311,2074,12,24,246,58,5.33,79.70,3.39,38.40,196,2618,26,2,20,385,1215,4,12,116,12,3.32,19.40,1.94,49.90,222,2586,24,1,12,17,492,0,0,9,1,1.89,16.00,1.44,0.00,0,949,0,0,0
276,25,2017,Corey Clement,Purgatory,3.94,15.50,-1.72,Wisconsin,2,11/2/94,30.92,SR,22.50,BELL CALF,PLODDER,70,221,4.68,0,0.00%,8.89%,16.30%,5.00%,27.72%,27.72%,27.72%,0.67%,5.38%,5.38%,5.38%,19.84,92.14,31.71,0.21,4.70,7.86,0.03,55.40,2.77,45.70,7.00,6.00,5.00,2.00,4.00,0.00,2.00,0.00,0.0,0.25,0,3309,0,0,0,0,0.00,0.00,0.00,0.00,0,2197,0,0,0,547,3689,0,0,0,0,0.00,0.00,0.00,0.00,9,2562,9,0,0,951,4482,9,0,147,20,6.50,42.10,2.71,45.70,119,2082,14,0,0,226,1954,5,0,48,10,4.70,55.40,2.77,35.00,20,2968,2,0,0,1348,2843,15,0,315,47,4.30,41.50,2.76,29.40,135,2507,11,0,0
277,28,2024,Dillon Johnson,Purgatory,3.89,15.20,-1.74,Washington,5,6/15/01,24.30,RS JR,22.88,BELL COW,PLODDER,72,217,4.68,0,0.00%,10.21%,15.80%,17.89%,21.32%,21.32%,18.12%,8.00%,3.95%,5.98%,5.08%,20.22,90.47,29.43,0.21,5.61,6.06,0.09,85.10,3.51,35.20,3.00,5.00,4.00,2.00,4.00,3.00,2.00,2.00,0.0,0.25,0,1,0,0,0,0,0.00,0.00,0.00,0.00,0,1,0,0,0,225,483,4,8,51,17,4.41,78.30,2.96,0.00,157,3259,36,0,17,485,822,4,10,89,14,5.45,61.90,2.89,21.40,422,4918,65,1,36,499,899,3,10,89,19,5.61,85.10,3.51,32.30,274,3423,47,0,31,1189,1658,16,27,233,43,5.10,54.90,3.00,35.20,190,4812,24,0,35
278,18,2015,Terrence MaGee,Purgatory,3.81,14.90,-1.78,LSU,1,3/16/93,32.56,SR,22.13,BELL CALF,SLASHER,68,213,4.62,0,0.00%,7.49%,0.00%,11.45%,14.79%,14.79%,14.79%,1.86%,8.07%,8.07%,8.07%,N/A,93.51,32.38,0.20,7.28,9.57,0.13,54.60,2.43,32.40,1.00,8.00,0.00,2.00,3.00,8.00,2.00,0.00,0.0,1.00,0,1,0,0,0,0,0.00,0.00,0.00,0.00,0,1,0,0,0,133,1013,1,0,27,0,0.00,0.00,0.00,0.00,0,763,0,0,0,0,1,0,0,0,0,0.00,0.00,0.00,0.00,0,1,0,0,0,626,3263,8,0,86,0,7.28,0.00,0.00,0.00,49,2630,6,0,0,574,2919,3,25,112,22,5.13,54.60,2.43,32.40,171,2118,17,0,17
279,23,2026,Rueben Owens,Purgatory,3.79,14.60,-1.78,Texas A&M,1,6/1/05,20.34,RS SO,20.92,FREAK,+RECEIVER,72,215,4.50,0,0.00%,0.00%,9.34%,8.87%,8.10%,8.72%,8.72%,1.43%,3.71%,3.71%,3.71%,N/A,104.86,29.16,0.23,5.47,9.44,0.17,40.70,3.67,58.50,0.00,4.00,0.00,7.00,5.00,2.00,0.00,3.00,0.0,1.00,0,1,0,0,0,0,0.00,0.00,0.00,0.00,0,1,0,0,0,0,1,0,0,0,0,0.00,0.00,0.00,0.00,0,1,0,0,0,385,1770,3,23,101,23,3.81,65.00,2.53,20.80,109,3520,12,0,24,66,391,0,4,16,1,4.13,12.50,2.13,0.00,6,421,1,0,3,82,487,0,0,15,2,5.47,40.70,3.67,58.50,36,970,3,0,0
280,19,2020,Darius Anderson,Purgatory,3.76,14.30,-1.80,TCU,3,9/10/97,28.07,SR,22.63,BELL CALF,3DOWN,70,208,4.61,0,0.00%,4.14%,14.18%,12.89%,19.58%,19.58%,17.62%,0.69%,5.24%,5.24%,4.71%,22.00,92.11,29.84,0.28,5.40,6.38,0.13,106.70,3.89,35.30,3.00,5.00,2.00,2.00,8.00,2.00,5.00,4.00,0.0,0.00,0,2800,0,26,0,0,0.00,0.00,0.00,0.00,0,4517,0,0,39,229,2535,1,30,27,6,8.50,74.50,3.41,42.40,20,3486,5,0,18,750,2438,8,27,127,28,5.90,65.60,2.90,31.30,82,3431,10,0,28,598,2036,3,14,124,25,4.80,62.80,3.05,23.60,19,2749,2,0,18,830,2448,6,23,153,43,5.40,106.70,3.89,35.30,128,2444,22,0,15
281,24,2026,Kaden Feagin,Purgatory,3.75,14.00,-1.80,Illinois,2,3/23/04,21.53,JR,22.11,FREAK,+RECEIVER,75,250,4.50,0,0.00%,0.00%,15.74%,18.70%,18.36%,18.70%,18.70%,3.50%,1.80%,3.50%,3.50%,19.46,121.93,31.24,0.17,4.61,11.07,0.02,47.60,3.21,40.10,3.00,3.00,6.00,10.00,2.00,0.00,0.00,0.00,0.0,0.00,0,1,0,0,0,0,0.00,0.00,0.00,0.00,0,1,0,0,0,0,1,0,0,0,0,0.00,0.00,0.00,0.00,0,1,0,0,0,438,1138,2,9,95,16,4.61,47.60,3.09,17.80,116,2381,9,1,17,304,768,3,9,66,9,4.61,40.70,3.21,40.10,37,1056,5,0,9,222,557,0,0,50,7,4.44,41.70,3.04,19.80,13,723,1,0,0
